A과목이수,B과목이수,C과목이수,D과목이수,E과목이수
1.0,0.5376188249848205,0.40596757703420094,0.5446359588415691,0.5338852283551614
0.5376188249848205,1.0,0.4638585930256925,0.5892791257413857,0.5800026363348987
0.40596757703420094,0.4638585930256925,1.0,0.49342566481351763,0.4524081633315556
0.5446359588415691,0.5892791257413857,0.49342566481351763,1.0,0.5887061418897324
0.5338852283551614,0.5800026363348987,0.4524081633315556,0.5887061418897324,1.0
